house-id,area,bathroom,bedroom,buildingSize,data-date,data-isonshow,data-location,data-url,erfSize,garage,type,data-price
289,boland-winelands,3,4,354,2018-06-30 08:45:09,FALSE,Paarl,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-paarl/tk1385029,645,2,apartment,4000000
290,southern-suburbs,1,1,63,2018-08-20 15:42:13,FALSE,Green Point,https://www.pamgolding.co.za/property-details/1-bedroom-apartment-for-sale-green-point-cape-town/as1394436,,,apartment,4150000
291,city-bowl,1,,43,2018-11-07 15:27:37,FALSE,Cape Town Central,https://www.pamgolding.co.za/property-details/apartment-for-sale-cape-town-central/cb1398987,,,apartment,1850000
292,northern-suburbs,1,2,69,2018-10-24 17:17:47,FALSE,Edgemead,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-edgemead/1pla1405091,,,apartment,1493000
293,boland-winelands,2,4,,2016-09-29 15:58:26,FALSE,Riebeek Kasteel,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-riebeek-kasteel/rv1287564,856,3,house,3580000
294,atlantic-seaboard,1,2,69,2017-09-14 12:43:55,FALSE,Mouille Point,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-mouille-point/as1337109,,,apartment,5495000
295,southern-suburbs,2,3,194,2018-02-22 11:04:22,FALSE,Northshore,https://www.pamgolding.co.za/property-details/3-bedroom-apartment-for-sale-northshore/1hg1362386,,1,apartment,3700000
296,boland-winelands,4,4,,2017-11-15 09:35:20,FALSE,Riebeek Kasteel,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-riebeek-kasteel/rv1348784,450,,house,3500000
297,southern-peninsula,5,5,,2017-07-20 10:19:39,FALSE,Kommetjie,https://www.pamgolding.co.za/property-details/5-bedroom-house-for-sale-kommetjie/kom1329875,899,4,house,6950000
298,boland-winelands,2,3,172,2017-12-04 08:35:31,FALSE,Val de Vie,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-val-de-vie/tk1351609,462,1,apartment,4450000
299,boland-winelands,2,3,138,2018-11-02 19:34:31,FALSE,Welgevonden Estate,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-welgevonden-estate-stellenbosch/st1404534,159,1,apartment,2400000
300,boland-winelands,4,3,395,2018-11-09 16:06:45,FALSE,Franschhoek,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-franschhoek/fwi1407701,480,2,house,6300000
301,boland-winelands,3,3,212,2018-02-19 11:08:21,FALSE,Heritage Park,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-heritage-park/sw1361180,454,1,house,2280000
302,southern-suburbs,1,1,64,2018-08-28 15:02:38,FALSE,Mouille Point,https://www.pamgolding.co.za/property-details/1-bedroom-apartment-for-sale-mouille-point/as1395760,,,apartment,3000000
303,boland-winelands,4,4,313,2018-04-09 12:04:52,FALSE,Val de Vie,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-val-de-vie/tk1369943,572,2,house,6899550
304,atlantic-seaboard,2,2,83,2018-06-20 11:21:59,FALSE,Sea Point,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-sea-point/as1382860,,2,apartment,4195000
305,southern-suburbs,2,2,88,2018-07-04 11:53:13,FALSE,Green Point,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-green-point-cape-town/as1385538,,,apartment,5250000
306,southern-peninsula,3,3,72,2018-11-09 08:04:49,TRUE,Muizenberg,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-muizenberg/fh1406999,219,1,house,1799000
307,boland-winelands,4,4,330,2018-05-07 15:30:47,FALSE,Fernwood,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-fernwood-somerset-west/sw1374505,681,2,apartment,3495000
308,boland-winelands,,2,120,2018-07-16 14:49:16,FALSE,Tafelzicht,https://www.pamgolding.co.za/property-details/2-bedroom-house-for-sale-tafelzicht/1ms1387533,373,,house,1259900
309,boland-winelands,2,3,,2018-09-23 15:12:45,FALSE,McGregor,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-mcgregor/mg1399925,1076,2,apartment,3999500
310,boland-winelands,2,3,175,2017-07-19 13:55:33,FALSE,Paarl,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-paarl/tk1329755,376,2,house,2177500
311,boland-winelands,3.5,3,268,2018-10-01 11:54:33,FALSE,Brandwacht,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-brandwacht/st1395985,329,3,house,7430000
312,boland-winelands,4,4,320,2017-07-07 13:11:52,FALSE,Mountainside,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-mountainside/sw1328048,691,2,house,5500000
313,boland-winelands,2,4,268,2018-09-14 12:20:29,FALSE,Wellington,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-wellington/wel1398640,836,2,house,2995000
314,atlantic-seaboard,2,2,97,2018-09-04 16:06:02,FALSE,Green Point,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-green-point-cape-town/as1396918,,,apartment,6500000
315,boland-winelands,4,4,387,2018-11-06 19:36:08,FALSE,Pearl Valley at Val de Vie,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-pearl-valley-at-val-de-vie/tk1406049,646,2,apartment,5999000
316,boland-winelands,2,2,150,2016-12-02 11:01:29,FALSE,Gordon Heights,https://www.pamgolding.co.za/property-details/2-bedroom-house-for-sale-gordon-heights/sw1297003,2847,2,house,3260000
317,boland-winelands,2,3,,2017-11-28 16:33:41,FALSE,Mountainside,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-mountainside/sw1350877,4255,1,house,3850000
318,northern-suburbs,2,4,,2018-02-19 16:32:03,FALSE,Bergvliet,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-bergvliet/kw1361796,1044,2,house,4650000
319,boland-winelands,2,3,233,2017-09-19 12:48:15,FALSE,Paardevlei,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-paardevlei/sw1339410,478,2,apartment,4295000
320,northern-suburbs,4,4,,2018-10-01 12:01:05,FALSE,Rondebosch,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-rondebosch/kw1400874,495,1,house,6450000
321,southern-suburbs,1,,127,2018-06-11 16:35:44,FALSE,Constantia Upper,https://www.pamgolding.co.za/property-details/house-for-sale-constantia-upper/kw1381308,996,,house,4000000
322,northern-suburbs,1,3,170,2018-10-20 15:14:30,FALSE,Sybrand Park,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-sybrand-park/kw1404130,624,1,house,2900000
323,boland-winelands,3,4,190,2018-01-25 09:29:37,FALSE,Strand North,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-strand-north/sw1357307,496,2,apartment,1980000
324,city-bowl,1,,54,2018-07-17 13:15:27,FALSE,Cape Town Central,https://www.pamgolding.co.za/property-details/apartment-for-sale-cape-town-central/cb1387656,,,apartment,2095000
325,city-bowl,1,1,54,2017-11-24 14:09:08,FALSE,Foreshore,https://www.pamgolding.co.za/property-details/1-bedroom-apartment-for-sale-foreshore/as1350446,,,apartment,4399000
326,boland-winelands,1,3,133,2018-10-30 13:38:56,FALSE,Gordons Bay,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-gordons-bay/sw1405920,272,,apartment,1750000
327,atlantic-seaboard,2,2,148,2018-01-18 09:26:12,FALSE,Sea Point,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-sea-point/as1355744,,,apartment,7450000
328,boland-winelands,3.5,4,318,2018-08-17 13:28:53,FALSE,Die Boord,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-die-boord/st1394110,1116,2,house,6250000
329,northern-suburbs,1,2,60,2018-04-05 15:39:29,FALSE,Durbanville,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-durbanville/dbv1369587,,,apartment,2297200
330,boland-winelands,2,2,80,2018-09-04 09:11:25,FALSE,Franschhoek,https://www.pamgolding.co.za/property-details/2-bedroom-cottage-for-sale-franschhoek/fwi1396741,1524,,apartment,3900000
331,boland-winelands,2,2,124,2018-06-05 12:19:25,FALSE,Paarl,https://www.pamgolding.co.za/property-details/2-bedroom-house-for-sale-paarl/tk1378719,151,1,apartment,2350000
332,boland-winelands,3,4,400,2018-07-03 14:10:15,FALSE,Helena Heights,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-helena-heights/sw1385390,1300,,house,4800000
333,atlantic-seaboard,1,1,67,2018-10-15 15:14:52,FALSE,Mouille Point,https://www.pamgolding.co.za/property-details/1-bedroom-apartment-for-sale-mouille-point/as1403370,,,apartment,4950000
334,southern-suburbs,2.5,3,,2018-10-01 08:49:35,FALSE,Mowbray,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-mowbray/kw1400820,535,1,house,4200000
335,boland-winelands,2,3,,2018-07-31 16:35:56,FALSE,McGregor,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-mcgregor/mg1390345,718,2,apartment,1995000
336,northern-suburbs,1,2,52,2018-10-29 13:13:22,FALSE,Goodwood Estate,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-goodwood-estate/1ah1405686,,,apartment,995000
337,southern-suburbs,1,2,,2018-05-16 12:23:46,FALSE,Observatory,https://www.pamgolding.co.za/property-details/2-bedroom-house-for-sale-observatory-cape-town/kw1376244,105,,house,1695000
338,southern-peninsula,2,3,,2018-08-17 17:41:04,FALSE,Kommetjie,https://www.pamgolding.co.za/property-details/3-bedroom-cottage-for-sale-kommetjie/fh1393993,314,1,house,2200000
339,northern-suburbs,1,2,78,2018-11-06 19:47:40,FALSE,Belgravia,https://www.pamgolding.co.za/property-details/2-bedroom-house-for-sale-belgravia-athlone/1ah1406774,308,2,house,1275000
340,boland-winelands,2,3,162,2017-05-19 12:54:02,FALSE,Paarl,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-paarl/tk1320403,426,2,apartment,2120000
341,boland-winelands,4,4,480,2017-11-28 10:44:42,FALSE,Mountainside,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-mountainside/sw1350355,755,2,house,4950000
342,boland-winelands,2.5,4,459,2017-12-08 16:26:54,FALSE,Paarl,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-paarl/tk1352438,1159,2,apartment,4750000
343,boland-winelands,1,3,213,2018-07-23 15:20:24,FALSE,Goedehoop,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-goedehoop/sw1386888,581,2,house,2190000
344,boland-winelands,2,3,199,2018-09-27 14:44:09,FALSE,Monte Sereno,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-monte-sereno/sw1400530,294,2,apartment,2750000
345,southern-suburbs,1,2,90,2018-09-26 15:40:24,FALSE,Green Point,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-green-point-cape-town/as1400340,,,apartment,2695000
346,southern-suburbs,1.5,3,107,2018-10-30 14:47:57,FALSE,Mouille Point,https://www.pamgolding.co.za/property-details/3-bedroom-apartment-for-sale-mouille-point/as1405927,,1,apartment,6295000
347,southern-suburbs,2,3,,2018-06-20 12:57:57,FALSE,Lansdowne,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-lansdowne/1ot1383303,496,3,house,2500000
348,boland-winelands,3,4,206,2018-07-12 13:54:28,FALSE,Paarl,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-paarl/tk1377881,692,,apartment,4750000
349,boland-winelands,1,1,,2018-09-17 16:10:06,FALSE,Riebeek West,https://www.pamgolding.co.za/property-details/1-bedroom-house-for-sale-riebeek-west/rv1399020,897,,apartment,930000
350,boland-winelands,3,4,334,2018-11-06 20:45:01,FALSE,Paarl,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-paarl/tk1406669,1395,2,apartment,7395000
351,boland-winelands,5,5,550,2018-05-25 15:47:57,FALSE,Gordons Bay,https://www.pamgolding.co.za/property-details/5-bedroom-house-for-sale-gordons-bay/sw1377957,646,2,apartment,5250000
352,boland-winelands,2,3,200,2018-05-03 13:23:59,FALSE,Gordons Bay,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-gordons-bay/sw1373912,545,1,apartment,1850000
353,boland-winelands,3,3,200,2018-11-13 15:27:36,FALSE,Gordon Heights,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-gordon-heights/sw1408174,223,2,apartment,2300000
354,boland-winelands,3,3,,2017-11-29 16:50:01,FALSE,Harbour Island,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-harbour-island/sw1351140,373,2,apartment,5500000
355,southern-suburbs,2,2,228,2018-07-13 12:03:13,FALSE,Belgravia,https://www.pamgolding.co.za/property-details/2-bedroom-house-for-sale-belgravia-athlone/1ah1386241,620,2,house,2595000
356,boland-winelands,2,3,356,2018-04-23 11:36:05,FALSE,Val de Vie,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-val-de-vie/tk1372037,823,2,house,6950000
357,southern-suburbs,2,3,160,2018-11-06 12:28:10,TRUE,Rondebosch East,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-rondebosch-east/kw1403393,496,3,house,3095000
358,boland-winelands,5,8,450,2017-04-24 13:34:42,FALSE,Gordons Bay Village,https://www.pamgolding.co.za/property-details/8-bedroom-house-for-sale-gordons-bay-village/sw1316646,618,4,apartment,5900000
359,boland-winelands,2,3,280,2018-08-01 13:25:43,FALSE,Bergzicht,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-bergzicht/1ms1390524,825,2,house,1895000
360,boland-winelands,3,3,,2018-06-08 15:10:34,FALSE,McGregor,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-mcgregor/mg1379051,1066,1,apartment,3250000
361,atlantic-seaboard,1.5,2,101,2018-10-15 11:09:47,FALSE,Sea Point,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-sea-point/as1403245,,,apartment,4500000
362,city-bowl,1,1,,2018-10-04 16:03:13,FALSE,Gardens,https://www.pamgolding.co.za/property-details/1-bedroom-house-for-sale-gardens/cb1401654,136,,house,4199000
363,atlantic-seaboard,1,,55,2018-10-17 10:02:20,FALSE,Mouille Point,https://www.pamgolding.co.za/property-details/apartment-for-sale-mouille-point/as1403714,,,apartment,4450000
364,northern-suburbs,3,6,,2018-07-13 12:50:18,FALSE,Gatesville,https://www.pamgolding.co.za/property-details/6-bedroom-house-for-sale-gatesville/1ah1386579,753,6,house,4100000
365,southern-suburbs,4.5,4,,2018-11-02 14:30:20,FALSE,Newlands,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-newlands-cape-town/kw1379932,615,2,house,6400000
366,boland-winelands,2,3,,2017-02-13 16:35:41,FALSE,Riebeek Kasteel,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-riebeek-kasteel/rv1305884,732,1,house,2900000
367,boland-winelands,2,3,139,2018-07-16 17:06:45,FALSE,Tafelzicht,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-tafelzicht/1ms1387581,397,,house,1459900
368,northern-suburbs,2.5,3,,2018-10-22 11:44:05,FALSE,Claremont,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-claremont-cape-town/kw1404467,115,1,house,3195000
369,southern-suburbs,3.5,4,,2018-11-15 09:15:06,FALSE,Constantia,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-constantia-cape-town/kw1408438,2870,2,house,6450000
370,boland-winelands,2.5,3,140,2018-04-26 15:22:13,FALSE,Harbour Island,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-harbour-island/sw1373175,329,,house,3150000
371,atlantic-seaboard,2,2,102,2018-06-06 10:24:53,FALSE,Mouille Point,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-mouille-point/as1379920,,,apartment,6850000
372,southern-peninsula,1,2,,2018-06-12 16:26:06,FALSE,Murdock Valley,https://www.pamgolding.co.za/property-details/2-bedroom-house-for-sale-murdock-valley-simons-town/fh1381596,469,1,house,3395000
373,boland-winelands,3,5,422,2018-11-15 19:26:16,FALSE,Paarl,https://www.pamgolding.co.za/property-details/5-bedroom-house-for-sale-paarl/tk1408650,684,2,apartment,5495000
374,boland-winelands,3,4,390,2018-03-02 09:02:13,FALSE,Paarl South,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-paarl-south/tk1363846,700,2,apartment,5950000
375,boland-winelands,2,4,227,2017-05-19 13:10:42,FALSE,Paarl,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-paarl/tk1320444,573,2,house,2750000
376,boland-winelands,4.5,6,500,2018-08-23 11:25:09,FALSE,Wellington Central,https://www.pamgolding.co.za/property-details/6-bedroom-house-for-sale-wellington-central/wel1394980,622,2,house,3399000
377,southern-peninsula,1.5,3,,2018-06-07 10:03:10,FALSE,Kommetjie,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-kommetjie/fh1379940,1055,,house,2995000
378,atlantic-seaboard,2,3,179,2018-10-15 11:31:51,FALSE,Three Anchor Bay,https://www.pamgolding.co.za/property-details/3-bedroom-apartment-for-sale-three-anchor-bay/as1403255,,1,apartment,6800000
379,boland-winelands,2,3,164,2018-10-24 09:53:22,FALSE,Kelderhof Country Village,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-kelderhof-country-village/sw1404911,495,2,apartment,3227000
380,southern-peninsula,2,2,,2018-09-29 21:27:02,TRUE,Kommetjie,https://www.pamgolding.co.za/property-details/2-bedroom-house-for-sale-kommetjie/fh1396179,546,2,house,3995000
381,atlantic-seaboard,1,2,96,2018-03-20 12:30:56,FALSE,Sea Point,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-sea-point/as1360111,,,apartment,2795000
382,boland-winelands,,,,2017-10-26 14:07:21,FALSE,Val de Vie,https://www.pamgolding.co.za/property-details/house-for-sale-val-de-vie/tk1345703,730,,house,1950000
383,southern-suburbs,2,2,83,2018-06-20 11:21:59,FALSE,Sea Point,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-sea-point/as1382860,,2,apartment,4195000
384,southern-suburbs,4,3,,2018-06-15 13:41:51,FALSE,Observatory,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-observatory-cape-town/kw1381857,182,,house,2695000
385,boland-winelands,3,3,265,2017-12-06 12:21:36,FALSE,Gordons Bay,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-gordons-bay/sw1352081,120,2,house,4950000
386,southern-suburbs,1.5,4,213,2018-10-23 10:10:16,FALSE,Rondebosch East,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-rondebosch-east/kw1403441,991,2,house,3700000
387,boland-winelands,3,4,,2018-11-11 13:21:31,FALSE,McGregor,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-mcgregor/mg1407749,2016,1,apartment,3550000
388,boland-winelands,6,6,,2010-08-12 19:01:41,FALSE,Montagu,https://www.pamgolding.co.za/property-details/6-bedroom-house-for-sale-montagu/160379,1044,,house,3000000
389,boland-winelands,3,3,272,2018-09-25 10:29:14,FALSE,Boschenmeer Golf Estate,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-boschenmeer-golf-estate/tk1399985,404,2,house,5395000
390,boland-winelands,3,3,,2017-10-19 13:31:22,FALSE,Robertson,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-robertson/rob1344461,420,1,apartment,2300000
391,northern-suburbs,2,3,97,2017-06-06 13:57:12,FALSE,Durbanville,https://www.pamgolding.co.za/property-details/3-bedroom-apartment-for-sale-durbanville/dbv1323006,,,apartment,3025000
392,atlantic-seaboard,1,1,67,2018-10-29 15:48:56,FALSE,Mouille Point,https://www.pamgolding.co.za/property-details/1-bedroom-apartment-for-sale-mouille-point/as1405766,,,apartment,3550000
393,southern-suburbs,1,1,52,2018-05-03 10:06:41,FALSE,Green Point,https://www.pamgolding.co.za/property-details/1-bedroom-apartment-for-sale-green-point-cape-town/as1267957,,,apartment,3250000
394,southern-peninsula,2,4,,2018-10-01 14:04:05,FALSE,Fish Hoek,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-fish-hoek/fh1400959,894,1,house,2150000
395,southern-peninsula,3.5,4,,2018-10-01 16:37:34,TRUE,Chapmans Peak,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-chapmans-peak/fh1401015,1026,1,house,5200000
396,northern-suburbs,2,4,,2018-02-05 18:35:34,FALSE,Constantia,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-constantia-cape-town/kw1358673,1443,2,house,6970000
397,boland-winelands,2,3,,2018-06-01 16:27:13,FALSE,Riebeek West,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-riebeek-west/rv1379134,1806,2,house,3550000
398,boland-winelands,2,4,240,2018-08-02 15:12:05,FALSE,Nuwe Uitsig,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-nuwe-uitsig/wel1391043,600,2,apartment,2850000
399,city-bowl,2,3,,2018-06-28 13:00:40,FALSE,Tamboerskloof,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-tamboerskloof/cb1384670,197,,house,6490000
400,boland-winelands,3,2,250,2018-08-17 15:24:06,FALSE,Gordons Bay,https://www.pamgolding.co.za/property-details/2-bedroom-house-for-sale-gordons-bay/sw1394174,632,1,house,3800000
401,boland-winelands,1,2,110,2017-11-21 11:55:30,FALSE,Bergzicht,https://www.pamgolding.co.za/property-details/2-bedroom-house-for-sale-bergzicht/1ms1349732,843,,house,1300000
402,southern-suburbs,1,1,44,2018-05-17 14:20:45,FALSE,De Waterkant,https://www.pamgolding.co.za/property-details/1-bedroom-apartment-for-sale-de-waterkant/as1376303,,,apartment,2350000
403,southern-suburbs,1,3,170,2018-10-20 15:14:30,FALSE,Sybrand Park,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-sybrand-park/kw1404130,624,1,house,2900000
404,city-bowl,2,2,,2018-10-23 15:52:26,FALSE,Oranjezicht,https://www.pamgolding.co.za/property-details/2-bedroom-house-for-sale-oranjezicht/cb1404807,145,,house,5950000
405,atlantic-seaboard,1,1,64,2017-05-12 14:11:33,FALSE,Sea Point,https://www.pamgolding.co.za/property-details/1-bedroom-apartment-for-sale-sea-point/as1319416,,,apartment,2950000
406,southern-peninsula,2,3,200,2018-06-13 12:49:01,FALSE,Seaforth,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-seaforth/fh1381757,351,2,house,3450000
407,boland-winelands,2,3,,2018-07-26 11:56:10,FALSE,Franschhoek,https://www.pamgolding.co.za/property-details/3-bedroom-cottage-for-sale-franschhoek/fwi1389097,328,2,house,3750000
408,city-bowl,1,1,66,2018-03-06 10:39:18,FALSE,Foreshore,https://www.pamgolding.co.za/property-details/1-bedroom-apartment-for-sale-foreshore/as1364455,,,apartment,4400000
409,southern-peninsula,2,3,181,2018-07-18 14:54:41,FALSE,Simons Town Central,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-simons-town-central/sim1369143,320,2,house,3500000
410,atlantic-seaboard,1,1,42,2018-08-02 16:12:11,FALSE,Green Point,https://www.pamgolding.co.za/property-details/1-bedroom-apartment-for-sale-green-point-cape-town/as1390662,,,apartment,1899000
411,atlantic-seaboard,2,3,170,2018-09-28 15:26:07,FALSE,Sea Point,https://www.pamgolding.co.za/property-details/3-bedroom-apartment-for-sale-sea-point/as1400728,,1,apartment,6950000
412,boland-winelands,6,6,,2010-08-12 19:01:41,FALSE,Montagu,https://www.pamgolding.co.za/property-details/6-bedroom-house-for-sale-montagu/160379,1044,,apartment,3000000
413,boland-winelands,2,3,284,2018-05-03 09:55:55,FALSE,Boschenmeer Golf Estate,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-boschenmeer-golf-estate/tk1373838,805,2,apartment,4950000
414,boland-winelands,1,3,236,2018-10-16 16:07:48,FALSE,Paarl,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-paarl/tk1389400,685,2,house,2380000
415,boland-winelands,2,3,,2018-08-24 14:30:46,FALSE,Gordons Bay,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-gordons-bay/sw1395264,496,,house,1799000
416,boland-winelands,2,3,219,2018-08-06 13:29:29,FALSE,Vrykyk,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-vrykyk/tk1368124,764,1,apartment,2650000
417,boland-winelands,1,2,130,2018-08-16 12:50:08,FALSE,De Molen,https://www.pamgolding.co.za/property-details/2-bedroom-house-for-sale-de-molen/1ms1393786,360,1,house,1300000
418,boland-winelands,1,3,187,2018-10-22 17:58:34,FALSE,Strand North,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-strand-north/sw1404592,495,4,apartment,3200000
419,boland-winelands,4,5,360,2018-10-12 15:30:57,FALSE,Robertson,https://www.pamgolding.co.za/property-details/5-bedroom-house-for-sale-robertson/rob1403106,1301,2,apartment,2580000
420,southern-peninsula,2,3,101,2018-10-11 11:30:03,FALSE,Marina Da Gama,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-marina-da-gama/fh1402755,304,1,house,1675000
421,boland-winelands,2,3,280,2018-10-17 13:49:36,FALSE,Wellington,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-wellington/wel1403227,714,2,apartment,2995000
422,boland-winelands,2,3,110,2017-04-24 11:04:07,FALSE,Robertson,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-robertson/rob1316573,200,1,apartment,1440000
423,northern-suburbs,2,3,,2017-05-25 12:36:20,FALSE,Wynberg Upper,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-wynberg-upper/kw1321553,235,,house,3500000
424,boland-winelands,2.5,3,196,2018-10-12 16:16:17,FALSE,Welgevonden Estate,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-welgevonden-estate-stellenbosch/st1403132,180,2,house,3250000
425,boland-winelands,3,3,280,2018-10-22 14:28:31,FALSE,Robertson,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-robertson/rob1404556,574,2,apartment,2340000
426,southern-suburbs,2,2,86,2017-10-20 14:23:11,FALSE,Mouille Point,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-mouille-point/as1344719,,,apartment,6270000
427,boland-winelands,4,4,313,2018-04-09 12:04:52,FALSE,Val de Vie,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-val-de-vie/tk1369943,572,2,apartment,6899550
428,southern-suburbs,2,2,,2018-08-31 10:41:28,FALSE,Wynberg Upper,https://www.pamgolding.co.za/property-details/2-bedroom-house-for-sale-wynberg-upper/kw1396349,257,,house,3200000
429,southern-suburbs,2,2,88,2018-08-31 12:43:48,FALSE,Sea Point,https://www.pamgolding.co.za/property-details/2-bedroom-apartment-for-sale-sea-point/as1396400,,1,apartment,3195000
430,boland-winelands,4,7,,2018-06-13 19:20:15,FALSE,McGregor,https://www.pamgolding.co.za/property-details/7-bedroom-house-for-sale-mcgregor/mg1377960,2161,,house,3900000
431,southern-suburbs,1,3,,2018-11-01 13:00:18,FALSE,Claremont,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-claremont-cape-town/kw1405651,433,1,house,2995000
432,boland-winelands,2,3,280,2018-10-17 13:49:36,FALSE,Wellington,https://www.pamgolding.co.za/property-details/3-bedroom-house-for-sale-wellington/wel1403227,714,2,house,2995000
433,boland-winelands,2.5,4,315,2018-10-01 10:12:54,FALSE,Paarl South,https://www.pamgolding.co.za/property-details/4-bedroom-house-for-sale-paarl-south/tk1394799,911,2,apartment,3390000
